Age,Gender,Sexuality,Ethnicity,EdLevel,CompanySize,Country,Employment,DevType(Position),Currency,CurrencySymbol,Salary,SalaryFreq,DollarizedSalary,YearsCode,YearsCodePro,OperatingSystem,DatabaseWantToWorkWith,DatabaseHaveWorkedWith,FrameworkWantToWorkWith,FrameworkHaveWorkedWith,LanguageWantToWorkWith,LanguageHaveWorkedWith,PlatformWantToWorkWith,PlatformHaveWorkedWith,SurveyYear
25-34 years old,Man,Straight / Heterosexual,White,"Other doctoral degree (Ph.D., Ed.D., etc.)",2 to 9 employees,USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Educator;Academic researcher;Cloud infrastructure engineer;Scientist;System administrator",United States dollar,USD,110000.0,Yearly,110000.0,17,4,Linux-based;macOS,MongoDB,MongoDB,,React.js,Kotlin;Python;Rust;TypeScript,Bash/Shell;Java;JavaScript;Kotlin;Python;Rust;TypeScript,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, back-end;Cloud infrastructure engineer",United States dollar,USD,260.0,Yearly,260.0,10,7,macOS;Windows,Elasticsearch,Elasticsearch;MySQL,,ASP.NET;jQuery;Ruby on Rails,C#,Bash/Shell;C#;JavaScript;Python;Ruby;Scala;SQL,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time","Developer, full-stack;Developer, desktop or enterprise applications",United States dollar,USD,115000.0,Yearly,115000.0,13,9,Linux-based;macOS;Windows,Cloud Firestore;DynamoDB;Elasticsearch;Redis,Microsoft SQL Server;MySQL;Neo4j,Angular;Express;Next.js;Node.js;Nuxt.js;React.js;Svelte,Angular;Node.js,Go;Objective-C;Rust;Swift;TypeScript,Groovy;Java;JavaScript;Python;TypeScript,AWS;Heroku,AWS;Firebase;Google Cloud;Heroku;VMware,2022
35-44 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, back-end;DevOps specialist;Developer, embedded applications or devices;Cloud infrastructure engineer;System administrator",United States dollar,USD,,,,30,19,Linux-based;macOS;Windows,DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,,,Bash/Shell;C;C++;Go;Groovy;Java;Kotlin;Python,Bash/Shell;C;C#;C++;Delphi;Java;JavaScript;Perl;PHP;Ruby;SQL,AWS;Colocation,AWS;Colocation;Oracle Cloud Infrastructure,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",Canada,"Independent contractor, freelancer, or self-employed","Developer, full-stack;Developer, back-end",Canadian dollar,CAD,,,,15,7,Linux-based,,,,,LISP;Rust,Haskell;HTML/CSS;LISP;Rust,Linode,Linode,2022
35-44 years old,Man,Straight / Heterosexual,White,"Associate degree (A.A., A.S., etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, front-end",United States dollar,USD,83000.0,Yearly,83000.0,15,11,,,MongoDB;MySQL,Node.js,jQuery;React.js,Python,HTML/CSS;JavaScript;PHP;TypeScript,,,2022
35-44 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Not employed, and not looking for work",,,,,,,25,,Windows,,MariaDB;MySQL,,,Assembly;Bash/Shell;C;C++;Python,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;TypeScript,,,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, full-stack;Developer, desktop or enterprise applications;Cloud infrastructure engineer;Security professional",United States dollar,USD,128000.0,Yearly,128000.0,8,4,macOS,,Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,,Express;jQuery;Node.js;React.js,,Bash/Shell;C;C#;Go;HTML/CSS;JavaScript;Python;Rust;SQL;Swift;TypeScript,,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Student, full-time;Employed, part-time",Data scientist or machine learning specialist;Student;Educator;Academic researcher,,,,,,10,,Linux-based,,,Vue.js,React.js;Vue.js,Julia;Rust,Assembly;Bash/Shell;C;Julia;Python;Rust;TypeScript,,AWS,2022
18-24 years old,Man,Prefer not to say,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, game or graphics",United States dollar,USD,,,,10,2,Linux-based;Windows;Windows Subsystem for Linux (WSL),PostgreSQL;SQLite,PostgreSQL;SQLite,Deno;Phoenix,Phoenix,C;C++;Crystal;Elixir;LISP;OCaml;Ruby;Rust;SQL,C;C++;Elixir;Go;LISP;Ruby;Rust;SQL,Oracle Cloud Infrastructure,AWS;Oracle Cloud Infrastructure,2022
35-44 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,20 to 99 employees,USA,"Employed, full-time","Developer, full-stack;Designer",United States dollar,USD,165000.0,Yearly,165000.0,30,23,Windows;Windows Subsystem for Linux (WSL),Couchbase;Elasticsearch;Microsoft SQL Server,Couchbase;Elasticsearch;Microsoft SQL Server;MySQL,Angular;ASP.NET Core ;Blazor,Angular;ASP.NET;ASP.NET Core ;jQuery;Node.js,C#;Go;PowerShell;SQL;TypeScript,Bash/Shell;C#;Go;JavaScript;PowerShell;SQL;TypeScript,AWS,AWS;Google Cloud,2022
18-24 years old,Man,Straight / Heterosexual,Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Student, full-time;Not employed, but looking for work",Student,,,,,,4,,Linux-based,MySQL;PostgreSQL,MySQL;PostgreSQL;SQLite,FastAPI;Node.js,FastAPI;Node.js,C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,C;C++;HTML/CSS;JavaScript;Python;SQL,,,2022
18-24 years old,Man,Straight / Heterosexual,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Employed, full-time;Student, part-time","Developer, desktop or enterprise applications;Student;Academic researcher;Developer, embedded applications or devices",,,,,,3,,Linux-based;Windows Subsystem for Linux (WSL),MongoDB,Cassandra;MongoDB;PostgreSQL;SQLite,ASP.NET Core ;Blazor;Node.js;Svelte,ASP.NET Core ;Deno;Django;Express;Flask;Node.js;Svelte,Assembly;C#;Dart;HTML/CSS;JavaScript;Kotlin;Lua;PowerShell;Python;Rust,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;TypeScript,AWS,AWS,2022
55-64 years old,"Non-binary, genderqueer, or gender non-conforming",Queer,White;North American,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,USA,"Employed, full-time",Other (please specify):,,,,,,46,35,Windows,,Microsoft SQL Server,,Node.js;Ruby on Rails,,Bash/Shell;HTML/CSS;Java;JavaScript;Ruby;Scala;TypeScript,,Google Cloud;Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,USA,"Employed, full-time",Engineering manager,,,,,,22,16,macOS,,Microsoft SQL Server,Blazor,ASP.NET;ASP.NET Core ,,C#,,Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,Canada,"Employed, full-time","Developer, back-end",Canadian dollar,CAD,,,,6,2,macOS,,,,React.js,,Go;Python;TypeScript,,,2022
35-44 years old,Man,Straight / Heterosexual,Southeast Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, desktop or enterprise applications;Developer, mobile",United States dollar,USD,222000.0,Yearly,222000.0,14,12,macOS;Windows,,SQLite,ASP.NET;ASP.NET Core ;Blazor,ASP.NET Core ;Blazor,C#;F#;Scala;Swift;TypeScript,C#,Microsoft Azure,Microsoft Azure,2022
35-44 years old,Man,Straight / Heterosexual,"Or, in your own words:","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Cloud infrastructure engineer;Security professional",United States dollar,USD,350000.0,Yearly,350000.0,28,15,Windows,,,,,Assembly;C;C++,Assembly;C;C++,DigitalOcean;Microsoft Azure,DigitalOcean;Microsoft Azure,2022
25-34 years old,Man,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,Canada,"Employed, full-time","Developer, full-stack;DevOps specialist",Canadian dollar,CAD,,,,8,5,Linux-based;Windows,DynamoDB;PostgreSQL,DynamoDB;PostgreSQL,Angular;ASP.NET Core ,Angular;Angular.js;ASP.NET Core ;Node.js;Symfony,Bash/Shell;C#;Haskell;SQL;TypeScript,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,AWS,AWS,2022
35-44 years old,Man,Straight / Heterosexual,White;European;Indigenous (such as Native American or Indigenous Australian),"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, full-stack;Developer, desktop or enterprise applications;Engineering manager;Developer, game or graphics",United States dollar,USD,1000000.0,Yearly,1000000.0,23,23,macOS;Windows,,,,Node.js;React.js,C++;Groovy;HTML/CSS;JavaScript;Python;TypeScript,C++;Groovy;HTML/CSS;JavaScript;Python,VMware,VMware,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,USA,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, front-end;Developer, full-stack;Developer, back-end",United States dollar,USD,90000.0,Yearly,90000.0,6,3,macOS,,Elasticsearch;Neo4j;PostgreSQL;Redis,Deno,Gatsby;jQuery;React.js;Svelte,TypeScript,HTML/CSS;Java;JavaScript;Kotlin,,AWS,2022
18-24 years old,Man,,Indian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,India,"Student, full-time",,,,,,,5,,Linux-based,MongoDB;PostgreSQL,MongoDB;PostgreSQL,Express;Node.js;React.js;Svelte,Express;Node.js;React.js;Svelte,C++;Dart;Go;JavaScript;Rust;TypeScript,JavaScript;Rust;TypeScript,,,2022
35-44 years old,Man,Straight / Heterosexual,White;Hispanic or Latino/a,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,Argentina,"Employed, full-time","Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer",United States dollar,USD,9500.0,Monthly,114000.0,20,15,macOS,PostgreSQL;Redis;SQLite,DynamoDB;PostgreSQL;Redis,Django;Next.js,Django;Next.js,Clojure,HTML/CSS;Python;SQL,AWS;Colocation,AWS,2022
35-44 years old,Man,Straight / Heterosexual,White;European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,UK,"Employed, full-time;Independent contractor, freelancer, or self-employed","Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer",Pound sterling,GBP,95000.0,Yearly,119357.0,14,12,Linux-based,Redis,Elasticsearch;Redis;SQLite,Deno,Express;Flask;Node.js;React.js,Bash/Shell;Rust,Bash/Shell;Go;JavaScript;Python;Rust,Google Cloud,AWS,2022
18-24 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,20 to 99 employees,Canada,"Employed, full-time","Data scientist or machine learning specialist;Developer, full-stack;Student",Canadian dollar,CAD,,Monthly,,6,4,Linux-based,PostgreSQL,MySQL;PostgreSQL,React.js;Svelte,Node.js;React.js;Svelte,Clojure;HTML/CSS;Java;Kotlin;Rust;TypeScript,HTML/CSS;Java;Kotlin;TypeScript,Firebase;Heroku,AWS;Firebase;Heroku,2022
45-54 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, desktop or enterprise applications",United States dollar,USD,105000.0,Yearly,105000.0,35,23,Windows,Microsoft SQL Server;SQLite,Microsoft SQL Server;MySQL;SQLite,ASP.NET Core ;Vue.js,Angular;ASP.NET;ASP.NET Core ;jQuery,C#;JavaScript;Python,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft Azure,Microsoft Azure;OpenStack,2022
25-34 years old,Man,Straight / Heterosexual,North American;Asian;Biracial,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, full-stack;Developer, embedded applications or devices",United States dollar,USD,65000.0,Yearly,65000.0,7,Less than 1 year,macOS,Cloud Firestore;MongoDB;SQLite,Cloud Firestore;MongoDB,Next.js;React.js;Svelte;Vue.js,Express;Next.js;React.js;Svelte,Go;HTML/CSS;JavaScript;Rust;Solidity;TypeScript,HTML/CSS;JavaScript;Rust;TypeScript,AWS,Google Cloud,2022
25-34 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,USA,"Employed, full-time",Security professional,United States dollar,USD,165000.0,Yearly,165000.0,10,3,Linux-based;macOS,,,,,Haskell,C;C++;Python;Rust,,AWS,2022
18-24 years old,Woman,Bisexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, full-stack;Developer, QA or test;Developer, game or graphics",United States dollar,USD,74000.0,Yearly,74000.0,5,Less than 1 year,Windows,IBM DB2;Microsoft SQL Server;SQLite,Microsoft SQL Server;Oracle,,,C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;Python,Assembly;C;C#;C++;HTML/CSS;MATLAB,Linode;Microsoft Azure;OpenStack;VMware,OpenStack;VMware,2022
18-24 years old,Man,Bisexual,White;Hispanic or Latino/a,Some college/university study without earning a degree,,USA,"Student, full-time",,,,,,,10,,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),,,Django;Flask;Node.js;React.js;Vue.js,Node.js;React.js,Assembly;Bash/Shell;C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Python;Solidity,Assembly;Bash/Shell;C;C++;Python;Solidity,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White;North American,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",USA,"Employed, full-time","Developer, front-end;Developer, full-stack;Developer, back-end;Cloud infrastructure engineer",United States dollar,USD,205000.0,Yearly,205000.0,14,10,Linux-based;macOS,Cloud Firestore,Cloud Firestore,Angular,Angular;Django,C++;Python;TypeScript,C++;Java;Python;TypeScript,Google Cloud,Google Cloud,2022
45-54 years old,Man,Straight / Heterosexual,White,Some college/university study without earning a degree,"1,000 to 4,999 employees",UK,"Employed, full-time","Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Database administrator",Pound sterling,GBP,37000.0,Yearly,46487.0,35,25,Windows,Microsoft SQL Server,Microsoft SQL Server,,,Delphi;SQL,Delphi;SQL,,,2022
18-24 years old,Man,Bisexual;Straight / Heterosexual,East Asian,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",Canada,"Employed, full-time","Developer, back-end",United States dollar,USD,180000.0,Yearly,180000.0,8,2,Linux-based;macOS,Elasticsearch;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Redis;SQLite,Deno;Django,Ruby on Rails;Vue.js,Dart;Elixir;Go;Python;Rust;SQL;Swift;TypeScript,Go;Java;JavaScript;OCaml;Python;Ruby;Rust;SQL,AWS;DigitalOcean;Google Cloud;Heroku;Linode;OpenStack;OVH,AWS;DigitalOcean;Microsoft Azure,2022
18-24 years old,Man,Straight / Heterosexual,Hispanic or Latino/a,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Argentina,"Student, full-time;Not employed, but looking for work",Student,,,,,,Less than 1 year,,Windows,MongoDB,MongoDB,Next.js;Node.js;React.js,Node.js;React.js,JavaScript,HTML/CSS;JavaScript,Firebase;Heroku,Firebase;Heroku,2022
25-34 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",Canada,"Employed, full-time","Developer, back-end",Canadian dollar,CAD,350000.0,Yearly,273294.0,10,5,macOS,,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,,,F#;Go;Haskell;Scala,C#;Kotlin;Python;Scala;Swift,Google Cloud,Google Cloud;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,White;North American,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,USA,"Employed, full-time","Developer, front-end;Developer, desktop or enterprise applications;Educator",United States dollar,USD,151000.0,Yearly,151000.0,18,10,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),,,Next.js;Node.js;React.js,Node.js;React.js,HTML/CSS;Julia;Kotlin;Rust;Swift;TypeScript,Bash/Shell;HTML/CSS;JavaScript;Rust;Swift;TypeScript,,,2022
18-24 years old,Woman,Bisexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,UK,"Employed, full-time","Developer, QA or test",Pound sterling,GBP,26000.0,Yearly,32666.0,12,Less than 1 year,Linux-based,MariaDB;SQLite,MariaDB;SQLite,Blazor;jQuery;Vue.js,ASP.NET Core ;Blazor;jQuery;Node.js;Vue.js,HTML/CSS;Python;Rust;SQL;TypeScript,C#;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,DigitalOcean,DigitalOcean,2022
25-34 years old,Man,Straight / Heterosexual,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,180000.0,Yearly,180000.0,15,9,macOS,PostgreSQL;Redis,MySQL;Redis,FastAPI;React.js;Vue.js,Flask;Node.js;React.js;Vue.js,Java;JavaScript;Python;Rust;SQL;TypeScript,C++;Go;Java;JavaScript;Python;SQL;TypeScript,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,White,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","5,000 to 9,999 employees",UK,"Employed, full-time","Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Cloud infrastructure engineer",Pound sterling,GBP,94000.0,Monthly,1417212.0,10,6,Linux-based,PostgreSQL;Redis,PostgreSQL,Flask,Flask,APL;Assembly;Bash/Shell;C;Elixir;Erlang;Python;Rust,Assembly;Bash/Shell;C;C++;Groovy;HTML/CSS;JavaScript;Python;Rust,AWS,AWS,2022
35-44 years old,Man,Straight / Heterosexual,Middle Eastern,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,USA,"Employed, full-time","Engineer, data",United States dollar,USD,160000.0,Yearly,160000.0,20,10,macOS,PostgreSQL,PostgreSQL,,,Python,Python,AWS,AWS;Google Cloud,2022
25-34 years old,"Woman;Non-binary, genderqueer, or gender non-conforming",Queer,White;North American;Biracial;Indigenous (such as Native American or Indigenous Australian),"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,USA,"Employed, full-time","Developer, full-stack",United States dollar,USD,130000.0,Yearly,130000.0,14,6,macOS,,Elasticsearch;MariaDB;Redis;SQLite,Node.js;React.js,Next.js;Node.js;React.js,Bash/Shell;HTML/CSS;Python;Rust,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;Rust;TypeScript,,DigitalOcean;Google Cloud,2022
35-44 years old,Man,Prefer not to say,White,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,USA,"Employed, full-time","Senior Executive (C-Suite, VP, etc.)",United States dollar,USD,150000.0,Yearly,150000.0,28,20,macOS,DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,,,C#;Go;JavaScript;Python;Rust;SQL;TypeScript,C#;Go;JavaScript;Python;SQL;TypeScript,AWS;Microsoft Azure,AWS;Microsoft Azure,2022
25-34 years old,Man,Straight / Heterosexual,European,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Germany,"Student, full-time;Employed, part-time","Developer, back-end;Developer, desktop or enterprise applications;Student",,,,,,10,,Windows,,PostgreSQL,,React.js,C#;Go;Java;Python,C#;C++;Go;HTML/CSS;Java;JavaScript;Python;TypeScript,AWS,AWS,2022
25-34 years old,Man,Straight / Heterosexual,European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,UK,"Employed, full-time","Developer, back-end;Database administrator;Cloud infrastructure engineer;Product manager;Senior Executive (C-Suite, VP, etc.)",Pound sterling,GBP,,,,15,,,,Elasticsearch;PostgreSQL;Redis;SQLite,Phoenix,FastAPI;React.js,,Bash/Shell;C;C++;HTML/CSS;Python;Rust,,AWS;DigitalOcean;Google Cloud,2022
25-34 years old,Man,Straight / Heterosexual,White;European,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","10,000 or more employees",UK,"Employed, full-time;Independent contractor, freelancer, or self-employed","Developer, back-end;Developer, mobile",Pound sterling,GBP,200000.0,Yearly,251279.0,14,10,macOS,Cassandra;PostgreSQL;Redis,PostgreSQL;Redis,Vue.js,Vue.js,Swift,Go;Java;JavaScript;Swift,AWS,AWS,2022
